Age,Gender,Location,Lead_Source,Interest_Level,Follow_Ups,Lead_Converted,Course,Course_Level,Course_Duration_Weeks,Attendance,Test_Score,Project_Marks,Performance_Score,PIP_Flag,Top_Performer_Flag,Joined,Employment_Type,Basic_Salary,HRA,TA,PF,CTC
29,Male,Poland,Website,3,3,0,Business Analytics,Intermediate,18,85,50,61,61.4,0,0,0,Contract,2061,448.47,166.56,209.99,2886.01
24,Female,Poland,Referral,4,4,1,Python,Intermediate,18,88,93,58,78.0,0,0,1,Contract,2596,505.73,282.93,281.83,3666.48
28,Male,Poland,LinkedIn,2,1,0,Python,Advanced,9,78,56,68,65.2,0,0,0,Contract,2430,575.38,197.86,290.79,3494.02
43,Female,Poland,Referral,2,3,0,HR Analytics,Beginner,6,67,87,94,85.8,0,1,0,Contract,2479,580.47,297.22,264.2,3620.89
22,Male,France,Website,3,7,1,Business Analytics,Beginner,9,82,84,81,82.4,0,0,1,Permanent,3772,717.32,433.42,443.32,5366.06
36,Female,Spain,Referral,3,0,0,Business Analytics,Advanced,19,94,61,84,76.8,0,0,0,Contract,2123,451.07,195.09,248.1,3017.26
22,Male,Spain,Walk-in,3,3,1,ML Engineering,Intermediate,5,90,76,83,81.6,0,0,1,Permanent,3193,747.92,288.32,380.1,4609.34
35,Female,France,LinkedIn,5,6,1,Data Science,Beginner,10,94,59,99,82.0,0,0,1,Permanent,3810,775.77,362.93,441.21,5389.9
23,Female,Italy,LinkedIn,5,1,1,HR Analytics,Advanced,14,91,87,76,83.4,0,0,1,Permanent,3692,828.18,347.96,417.9,5286.04
37,Female,Italy,LinkedIn,5,5,1,Business Analytics,Advanced,10,64,99,80,84.4,0,0,1,Permanent,3943,723.6,374.17,461.85,5502.61
36,Female,Poland,Website,1,7,1,ML Engineering,Beginner,7,75,93,94,89.8,0,1,1,Permanent,3570,794.71,331.05,362.4,5058.16
26,Female,Germany,Referral,2,3,0,Data Science,Advanced,23,76,93,81,84.8,0,0,0,Contract,2118,403.87,222.06,231.41,2975.34
43,Female,Italy,Email Campaign,4,6,1,HR Analytics,Intermediate,10,91,87,92,89.8,0,1,1,Permanent,3844,915.41,332.78,460.45,5552.64
42,Male,Germany,Website,1,6,1,HR Analytics,Advanced,7,97,87,58,77.4,0,0,1,Contract,1836,376.16,209.01,211.86,2633.03
24,Male,Spain,Website,2,7,1,Business Analytics,Intermediate,15,91,85,71,80.6,0,0,1,Permanent,2720,543.21,305.99,324.34,3893.53
31,Female,Germany,Website,2,7,1,HR Analytics,Intermediate,8,79,45,63,59.0,1,0,1,Contract,2810,671.2,278.36,324.82,4084.38
36,Female,Spain,Referral,3,6,1,ML Engineering,Beginner,22,61,73,75,71.4,0,0,1,Contract,2857,524.29,326.01,335.69,4042.99
42,Female,France,Walk-in,3,4,1,HR Analytics,Advanced,8,79,53,90,73.0,0,0,1,Contract,1838,381.87,165.21,209.77,2594.85
32,Male,France,Website,1,6,0,Python,Intermediate,22,77,87,53,71.4,0,0,0,Contract,2008,413.45,162.05,231.34,2814.84
42,Male,Poland,Referral,3,4,1,ML Engineering,Intermediate,6,60,62,82,69.6,0,0,1,Contract,2629,525.63,275.44,290.41,3720.48
44,Male,Italy,Website,2,5,1,Data Science,Advanced,14,88,59,61,65.6,0,0,1,Contract,2655,647.35,261.03,314.58,3877.96
22,Female,Poland,Walk-in,3,1,0,Data Science,Intermediate,10,88,52,63,63.6,0,0,0,Contract,2975,691.88,305.49,346.59,4318.96
28,Male,Spain,Website,5,2,1,Business Analytics,Advanced,20,78,86,88,85.2,0,1,1,Permanent,3158,582.57,366.24,369.1,4475.92
36,Male,Poland,Referral,3,4,1,Business Analytics,Beginner,12,99,83,48,72.2,0,0,1,Contract,2400,552.07,285.11,272.3,3509.48
36,Male,Germany,LinkedIn,2,6,1,Python,Intermediate,12,65,80,92,81.8,0,0,1,Permanent,3518,763.09,370.72,373.23,5025.04
39,Male,Spain,LinkedIn,1,6,1,Data Science,Intermediate,13,98,71,55,70.0,0,0,1,Contract,2902,705.36,320.85,292.27,4220.48
35,Male,France,Referral,4,0,1,Data Science,Advanced,16,67,65,66,65.8,0,0,1,Contract,2233,450.86,186.13,265.09,3135.07
44,Male,Italy,Referral,3,6,1,Data Science,Advanced,18,83,89,48,71.4,0,0,1,Contract,2641,581.53,228.26,295.06,3745.84
41,Female,Spain,Referral,2,1,0,Data Science,Advanced,8,79,92,61,77.0,0,0,0,Contract,1831,393.76,200.18,194.02,2618.96
32,Male,Spain,Website,4,3,1,HR Analytics,Advanced,6,73,53,52,56.6,1,0,1,Contract,2910,623.52,283.01,299.68,4116.21
38,Male,Germany,Website,4,3,1,ML Engineering,Intermediate,11,64,91,90,85.2,0,1,1,Permanent,3880,822.28,379.61,452.37,5534.26
36,Male,Italy,Referral,5,6,1,ML Engineering,Beginner,23,99,96,78,89.4,0,1,1,Permanent,3634,706.43,335.58,424.2,5100.21
23,Male,France,Website,4,0,1,Python,Beginner,13,93,75,55,70.6,0,0,1,Contract,1991,463.7,207.65,231.53,2893.89
31,Male,Spain,Website,2,4,1,HR Analytics,Beginner,16,75,47,75,63.8,0,0,1,Contract,2069,437.79,180.84,233.59,2921.22
28,Male,Spain,LinkedIn,2,1,0,Data Science,Beginner,6,66,79,55,66.8,0,0,0,Contract,2537,626.88,266.58,272.27,3702.73
38,Female,Germany,Walk-in,3,0,0,Data Science,Advanced,11,75,61,98,78.6,0,0,0,Contract,1876,371.93,163.12,199.01,2610.06
31,Male,Poland,LinkedIn,3,4,1,Business Analytics,Intermediate,12,66,61,82,70.4,0,0,1,Contract,2534,577.23,209.19,253.83,3574.25
28,Female,France,Website,3,1,0,Business Analytics,Intermediate,15,86,55,97,78.0,0,0,0,Contract,2683,659.62,250.09,313.03,3905.74
26,Female,Italy,Website,4,6,1,Python,Intermediate,14,73,66,65,67.0,0,0,1,Contract,2990,677.06,266.84,304.23,4238.13
33,Female,Spain,Walk-in,4,3,1,Data Science,Advanced,5,73,95,90,88.6,0,1,1,Permanent,3505,844.67,405.04,394.72,5149.42
39,Male,Spain,Website,5,1,1,Python,Intermediate,21,92,99,74,87.6,0,1,1,Permanent,3869,920.53,318.02,425.91,5533.46
38,Male,France,Website,3,6,1,HR Analytics,Advanced,12,92,99,54,79.6,0,0,1,Contract,2343,480.8,203.99,258.98,3286.78
34,Male,Poland,LinkedIn,1,5,0,ML Engineering,Intermediate,5,79,49,70,63.4,0,0,0,Contract,2448,543.48,249.57,290.17,3531.22
35,Male,Spain,LinkedIn,5,2,1,Data Science,Beginner,5,95,64,71,73.0,0,0,1,Contract,2979,568.81,295.64,299.78,4143.23
40,Female,France,LinkedIn,1,1,0,HR Analytics,Advanced,6,66,70,52,62.0,0,0,0,Contract,2049,445.63,167.68,236.59,2898.9
24,Male,Germany,Website,4,2,1,Data Science,Intermediate,19,91,60,83,75.4,0,0,1,Contract,1894,371.47,152.07,191.37,2608.91
22,Male,Poland,Website,5,1,1,Business Analytics,Beginner,22,62,66,52,59.6,1,0,1,Contract,1816,421.42,217.05,182.99,2637.46
31,Female,Italy,Walk-in,5,2,1,Python,Beginner,7,98,56,52,62.8,0,0,1,Contract,1916,415.7,203.77,208.07,2743.55
44,Female,Spain,Website,2,5,1,Business Analytics,Beginner,21,88,72,99,86.0,0,1,1,Permanent,3725,777.73,352.45,377.2,5232.37
39,Male,France,LinkedIn,4,3,1,ML Engineering,Advanced,23,83,70,78,75.8,0,0,1,Contract,2132,423.88,210.68,246.85,3013.4
40,Male,Germany,LinkedIn,4,7,1,Business Analytics,Advanced,21,81,89,60,75.8,0,0,1,Contract,2903,725.49,263.19,321.05,4212.72
23,Male,Italy,LinkedIn,5,4,1,Data Science,Intermediate,13,65,81,85,79.4,0,0,1,Contract,2445,452.37,229.33,245.92,3372.62
40,Male,France,Referral,4,2,1,Business Analytics,Beginner,14,83,65,57,65.4,0,0,1,Contract,1915,350.54,202.92,193.05,2661.51
42,Male,France,Website,5,5,1,Data Science,Intermediate,20,99,60,67,70.6,0,0,1,Contract,2762,539.16,318.49,310.04,3929.7
35,Male,Italy,LinkedIn,2,2,0,ML Engineering,Intermediate,23,82,75,56,68.8,0,0,0,Contract,2992,741.94,261.4,347.44,4342.78
44,Male,Germany,Email Campaign,5,3,1,Business Analytics,Beginner,19,97,40,71,63.8,0,0,1,Contract,2646,657.65,300.62,287.77,3892.05
26,Male,Germany,Walk-in,4,2,1,Python,Intermediate,23,69,43,66,57.4,1,0,1,Contract,2115,477.66,179.48,234.96,3007.1
32,Male,Poland,Website,4,5,1,Python,Advanced,16,75,43,76,62.6,0,0,1,Contract,2609,630.35,231.16,302.64,3773.15
40,Male,Spain,Website,5,6,1,Python,Intermediate,5,70,65,93,77.2,0,0,1,Contract,2171,423.3,176.91,243.61,3014.81
29,Male,Italy,Walk-in,5,5,1,Business Analytics,Beginner,5,91,43,71,63.8,0,0,1,Contract,2559,634.74,219.13,267.4,3680.28
26,Female,Italy,LinkedIn,5,7,1,Business Analytics,Advanced,17,65,88,46,66.6,0,0,1,Contract,2676,508.43,312.27,300.41,3797.11
33,Female,Italy,Email Campaign,3,7,1,Business Analytics,Advanced,7,83,48,89,71.4,0,0,1,Contract,2776,519.33,273.1,312.48,3880.91
24,Male,Germany,Website,4,7,1,Data Science,Intermediate,20,92,69,77,76.8,0,0,1,Contract,1955,367.26,162.47,224.2,2708.93
22,Male,Spain,LinkedIn,4,0,0,ML Engineering,Intermediate,16,71,90,70,78.2,0,0,0,Contract,2413,531.15,285.67,271.26,3501.08
42,Male,Poland,LinkedIn,3,3,0,Python,Advanced,7,86,84,72,79.6,0,0,0,Contract,2836,665.52,326.59,338.58,4166.69
30,Female,France,LinkedIn,5,6,1,Data Science,Intermediate,6,97,43,63,61.8,0,0,1,Contract,2307,474.47,254.2,239.8,3275.48
30,Female,France,Referral,2,0,0,Python,Beginner,15,77,44,87,67.8,0,0,0,Contract,2264,562.5,265.66,269.47,3361.62
37,Male,Italy,Website,5,3,1,Data Science,Intermediate,11,98,84,49,72.8,0,0,1,Contract,2582,543.28,229.29,286.0,3640.57
34,Female,Spain,LinkedIn,5,6,1,Business Analytics,Intermediate,5,72,62,77,70.0,0,0,1,Contract,2603,495.95,295.32,295.28,3689.56
31,Male,Germany,Website,3,2,1,Python,Advanced,9,99,55,64,67.4,0,0,1,Contract,2019,429.28,217.24,205.92,2871.44
28,Male,Spain,Referral,4,6,1,Business Analytics,Intermediate,13,89,61,74,71.8,0,0,1,Contract,1814,412.74,208.23,195.21,2630.18
29,Female,Spain,Walk-in,5,5,1,Python,Intermediate,15,72,76,89,80.4,0,0,1,Permanent,3370,802.92,377.02,388.86,4938.8
31,Female,Germany,Referral,4,0,1,HR Analytics,Intermediate,13,93,47,52,58.2,1,0,1,Contract,2130,451.8,199.92,243.11,3024.84
36,Female,Italy,Email Campaign,1,2,0,Data Science,Beginner,13,95,87,82,86.6,0,1,0,Contract,1855,410.98,205.86,186.99,2658.83
25,Female,Spain,Website,4,5,1,HR Analytics,Intermediate,6,89,72,61,71.0,0,0,1,Contract,2955,587.2,267.42,327.8,4137.43
26,Male,France,LinkedIn,2,3,0,Data Science,Beginner,23,84,94,88,89.6,0,1,0,Contract,2107,474.53,196.25,214.42,2992.2
33,Female,Germany,Walk-in,2,6,1,ML Engineering,Beginner,13,61,99,45,69.8,0,0,1,Contract,2021,503.27,170.4,242.35,2937.02
32,Male,Poland,Website,5,5,1,Python,Beginner,12,95,77,47,68.6,0,0,1,Contract,2996,549.57,351.74,353.37,4250.67
27,Female,Italy,Website,4,2,1,ML Engineering,Beginner,23,77,82,90,84.2,0,0,1,Permanent,3124,756.19,286.28,313.72,4480.19
29,Male,Germany,Referral,5,0,1,ML Engineering,Advanced,22,64,55,70,62.8,0,0,1,Contract,2980,653.69,300.46,349.18,4283.33
28,Female,Poland,Website,3,0,0,Data Science,Beginner,17,78,44,75,63.2,0,0,0,Contract,1950,385.41,186.52,230.86,2752.79
37,Male,Poland,LinkedIn,2,7,1,HR Analytics,Intermediate,5,77,55,52,58.2,1,0,1,Contract,1911,471.72,226.26,204.61,2813.59
21,Female,Spain,Walk-in,5,6,1,Business Analytics,Beginner,8,91,46,87,71.4,0,0,1,Contract,2482,530.74,231.82,283.92,3528.48
24,Male,Spain,Referral,3,5,1,Data Science,Intermediate,23,80,90,90,88.0,0,1,1,Permanent,3870,786.45,430.12,421.22,5507.79
24,Female,Spain,Website,5,7,1,Business Analytics,Beginner,11,69,40,52,50.6,1,0,0,Contract,2131,410.65,243.4,241.03,3026.08
25,Male,Germany,Referral,4,2,1,ML Engineering,Advanced,10,96,48,79,70.0,0,0,1,Contract,2692,530.62,262.27,287.52,3772.41
38,Male,Germany,LinkedIn,4,7,1,Business Analytics,Beginner,9,81,57,83,72.2,0,0,1,Contract,1960,467.07,186.45,208.64,2822.16
27,Male,Italy,Website,4,1,1,HR Analytics,Beginner,14,72,84,72,76.8,0,0,1,Contract,2077,463.19,228.28,225.33,2993.8
35,Male,Spain,LinkedIn,4,3,1,Data Science,Advanced,15,76,97,95,92.0,0,1,1,Permanent,3323,810.57,387.18,341.97,4862.73
32,Female,Poland,LinkedIn,1,7,0,HR Analytics,Beginner,21,68,86,48,67.2,0,0,0,Contract,2296,450.56,253.01,267.77,3267.34
20,Male,France,LinkedIn,3,3,1,HR Analytics,Intermediate,22,83,42,60,57.4,1,0,1,Contract,2454,462.53,218.61,262.51,3397.66
41,Female,Italy,Website,3,2,0,Data Science,Beginner,13,73,63,57,62.6,0,0,0,Contract,2859,515.84,330.31,308.78,4013.93
39,Male,Germany,LinkedIn,4,1,1,HR Analytics,Beginner,17,67,67,64,65.8,0,0,1,Contract,2102,453.09,200.75,247.79,3003.62
36,Male,Italy,Website,1,0,0,Python,Beginner,6,96,49,95,76.8,0,0,0,Contract,2237,558.98,230.52,245.92,3272.42
26,Female,Italy,Website,4,6,1,Python,Advanced,21,78,48,49,54.4,1,0,0,Contract,2525,577.34,285.97,279.98,3668.29
44,Female,Italy,Email Campaign,1,4,0,Python,Beginner,18,87,52,99,77.8,0,0,0,Contract,2855,575.53,249.91,340.12,4020.56
32,Male,Italy,LinkedIn,4,4,1,Business Analytics,Beginner,9,89,87,81,85.0,0,0,1,Permanent,2535,611.9,282.35,298.46,3727.7
23,Male,France,Website,2,6,1,HR Analytics,Intermediate,13,66,74,64,68.4,0,0,1,Contract,2997,703.46,311.23,309.86,4321.54
23,Female,Spain,Website,2,2,0,Data Science,Beginner,15,85,93,68,81.4,0,0,0,Contract,2472,447.63,286.09,270.6,3476.32
25,Male,Poland,Website,5,1,1,Data Science,Beginner,10,99,62,80,76.6,0,0,1,Contract,2800,664.1,243.26,334.39,4041.76
38,Female,Italy,Website,4,1,1,Business Analytics,Beginner,20,70,86,78,79.6,0,0,1,Contract,2078,417.75,201.21,223.28,2920.24
31,Female,Italy,Website,3,3,1,Data Science,Beginner,4,73,56,89,72.6,0,0,1,Contract,2482,472.76,281.24,266.64,3502.65
41,Female,Italy,Website,5,0,1,Python,Intermediate,21,80,85,92,86.8,0,1,1,Permanent,3585,702.1,289.56,372.48,4949.14
26,Male,Spain,Referral,2,5,1,HR Analytics,Intermediate,18,67,46,98,71.0,0,0,1,Contract,2989,636.06,252.53,305.73,4183.33
29,Female,Germany,LinkedIn,4,7,1,Data Science,Advanced,22,62,91,78,80.0,0,0,1,Contract,2810,589.37,336.14,322.61,4058.12
38,Male,Germany,LinkedIn,5,1,1,Data Science,Beginner,4,87,55,63,64.6,0,0,1,Contract,2724,545.41,248.47,314.35,3832.23
26,Male,France,LinkedIn,4,6,1,ML Engineering,Advanced,8,88,92,61,78.8,0,0,1,Contract,2933,563.3,349.09,350.14,4195.53
22,Male,Germany,Website,2,5,1,ML Engineering,Advanced,18,82,79,49,67.6,0,0,1,Contract,2179,508.48,190.23,251.61,3129.32
32,Male,Italy,Walk-in,5,4,1,ML Engineering,Beginner,6,77,75,69,73.0,0,0,1,Contract,2634,656.68,248.76,276.22,3815.66
32,Female,Italy,Email Campaign,2,5,0,HR Analytics,Intermediate,4,94,59,62,67.2,0,0,0,Contract,2798,655.98,308.1,282.04,4044.12
37,Female,Italy,Email Campaign,1,0,0,Python,Intermediate,11,72,63,99,79.2,0,0,0,Contract,2084,418.29,221.55,249.47,2973.32
39,Female,France,Email Campaign,2,6,1,Python,Beginner,15,71,86,97,87.4,0,1,1,Permanent,2869,565.58,296.21,306.44,4037.23
27,Male,Italy,Walk-in,4,0,1,Python,Beginner,22,64,44,94,68.0,0,0,1,Contract,1912,373.29,193.49,203.13,2681.91
28,Male,Germany,Referral,3,5,1,HR Analytics,Intermediate,15,98,84,52,74.0,0,0,1,Contract,2817,534.01,320.4,332.74,4004.16
26,Male,Spain,Website,2,7,1,HR Analytics,Beginner,16,70,45,71,60.4,0,0,1,Contract,2027,443.09,181.21,226.42,2877.72
20,Female,Spain,LinkedIn,3,2,1,ML Engineering,Beginner,4,70,67,59,64.4,0,0,1,Contract,2327,517.47,227.35,242.7,3314.52
22,Male,Poland,LinkedIn,1,1,0,Data Science,Beginner,22,90,98,89,92.8,0,1,0,Contract,2295,526.44,197.87,270.31,3289.62
32,Female,Germany,LinkedIn,5,6,1,Business Analytics,Intermediate,9,90,44,57,58.4,1,0,1,Contract,1830,416.54,190.02,219.36,2655.92
44,Male,Italy,Referral,5,2,1,Business Analytics,Advanced,11,72,88,60,73.6,0,0,1,Contract,1961,393.11,176.53,199.5,2730.14
36,Male,Spain,Website,3,5,1,Data Science,Advanced,7,73,78,66,72.2,0,0,1,Contract,2504,508.62,233.76,293.58,3539.96
44,Female,Germany,Referral,5,1,1,ML Engineering,Beginner,8,84,77,64,73.2,0,0,1,Contract,2521,574.05,249.2,271.79,3616.04
43,Male,Spain,Walk-in,2,3,0,Data Science,Intermediate,10,92,41,57,57.6,1,0,0,Contract,2245,459.02,182.0,248.03,3134.05
20,Female,Italy,LinkedIn,3,2,1,Data Science,Beginner,7,92,82,64,76.8,0,0,1,Contract,2543,495.59,212.79,300.83,3552.21
25,Female,Spain,Referral,4,2,1,Business Analytics,Intermediate,23,74,78,46,64.4,0,0,1,Contract,2226,459.01,239.16,265.93,3190.1
40,Male,Poland,Website,2,5,1,ML Engineering,Beginner,7,75,93,79,83.8,0,0,1,Permanent,3117,620.43,302.84,328.04,4368.31
25,Male,Poland,Referral,2,4,1,HR Analytics,Intermediate,18,97,60,91,79.8,0,0,1,Contract,2520,469.18,288.77,262.73,3540.68
31,Male,Spain,Email Campaign,2,5,1,Business Analytics,Intermediate,8,65,79,99,84.2,0,0,1,Permanent,3799,904.58,409.48,386.02,5499.08
32,Female,Germany,LinkedIn,4,2,1,HR Analytics,Advanced,12,84,76,63,72.4,0,0,1,Contract,2381,570.77,191.25,264.85,3407.87
32,Male,Germany,Email Campaign,1,1,0,ML Engineering,Beginner,5,74,98,89,89.6,0,1,0,Contract,2857,558.21,299.04,286.48,4000.72
34,Female,Germany,Referral,5,7,1,Data Science,Advanced,10,63,57,81,67.8,0,0,1,Contract,2535,467.79,212.3,274.38,3489.48
40,Female,Spain,LinkedIn,3,4,1,Python,Advanced,20,63,93,98,89.0,0,1,1,Permanent,2789,646.26,310.24,282.99,4028.5
35,Female,Germany,Website,1,5,0,Python,Intermediate,19,89,87,50,72.6,0,0,0,Contract,2557,498.12,305.97,276.42,3637.52
41,Male,Italy,LinkedIn,3,7,1,ML Engineering,Beginner,20,93,85,58,75.8,0,0,1,Contract,2553,529.85,258.49,257.34,3598.68
40,Female,Poland,Referral,5,6,1,Python,Intermediate,23,86,51,48,56.8,1,0,1,Contract,1823,336.32,195.63,212.75,2567.7
30,Female,Italy,Referral,4,5,1,HR Analytics,Intermediate,5,90,56,66,66.8,0,0,1,Contract,1854,363.09,165.92,193.18,2576.18
24,Male,Germany,LinkedIn,2,2,0,Python,Intermediate,14,91,76,95,86.6,0,1,0,Contract,2849,670.95,277.79,303.61,4101.34
23,Male,Italy,Walk-in,2,7,1,ML Engineering,Beginner,5,98,85,99,93.2,0,1,1,Permanent,3082,728.3,352.1,361.83,4524.23
22,Female,Germany,Website,4,2,1,ML Engineering,Beginner,4,68,77,83,77.6,0,0,1,Contract,2126,413.5,184.32,244.33,2968.15
38,Male,Spain,Email Campaign,1,3,0,HR Analytics,Intermediate,5,67,54,80,67.0,0,0,0,Contract,2769,563.53,250.93,289.03,3872.49
39,Female,Italy,Website,1,7,1,Python,Beginner,12,73,46,78,64.2,0,0,1,Contract,1985,375.95,194.17,201.35,2756.47
44,Male,Spain,Referral,3,7,1,Python,Intermediate,5,92,53,71,68.0,0,0,1,Contract,2294,424.83,248.88,262.24,3229.94
37,Male,Spain,Website,4,5,1,Data Science,Beginner,18,82,89,51,72.4,0,0,1,Contract,2835,707.2,269.43,305.65,4117.27
34,Female,France,Referral,1,2,0,Business Analytics,Beginner,13,80,40,47,50.8,1,0,0,Contract,2233,504.42,261.51,257.51,3256.43
28,Male,Germany,Referral,4,6,1,ML Engineering,Advanced,18,71,77,91,81.4,0,0,1,Permanent,3280,714.87,274.79,357.21,4626.87
36,Male,Poland,Website,5,0,1,Data Science,Intermediate,13,61,42,77,59.8,1,0,1,Contract,1932,451.29,183.22,206.57,2773.07
33,Male,Germany,Referral,2,4,1,ML Engineering,Advanced,20,72,76,46,63.2,0,0,1,Contract,2168,517.73,234.92,236.36,3157.01
34,Male,Poland,Walk-in,2,0,0,Data Science,Advanced,12,63,83,86,80.2,0,0,0,Contract,2926,691.91,260.53,336.41,4214.85
20,Male,Germany,Website,2,4,0,Business Analytics,Intermediate,21,79,70,60,67.8,0,0,0,Contract,2222,402.53,236.1,262.29,3122.93
40,Male,Spain,Email Campaign,4,6,1,Data Science,Intermediate,7,73,82,69,75.0,0,0,1,Contract,2832,546.79,245.16,286.02,3909.97
41,Female,Italy,Referral,4,7,1,ML Engineering,Beginner,12,89,52,59,62.2,0,0,1,Contract,2043,461.4,168.01,225.72,2898.13
41,Male,Italy,LinkedIn,3,7,1,Python,Intermediate,19,88,87,68,79.6,0,0,1,Contract,2581,532.47,218.97,259.79,3592.24
22,Female,France,Website,2,5,0,ML Engineering,Advanced,7,67,57,59,59.8,1,0,0,Contract,2423,602.78,283.97,265.0,3574.75
35,Male,Poland,Website,3,3,1,HR Analytics,Advanced,19,71,56,75,66.6,0,0,1,Contract,2366,536.08,241.5,278.49,3422.07
42,Female,Poland,Website,2,2,0,HR Analytics,Intermediate,22,97,56,58,65.0,0,0,0,Contract,2326,574.43,260.17,249.42,3410.02
44,Male,Poland,Website,3,2,0,HR Analytics,Advanced,4,85,50,98,76.2,0,0,0,Contract,1836,356.37,171.31,217.84,2581.52
30,Female,Spain,Website,3,2,0,HR Analytics,Beginner,9,61,59,58,59.0,1,0,0,Contract,1977,475.42,205.03,222.63,2880.08
31,Male,Poland,LinkedIn,5,5,1,Business Analytics,Advanced,13,99,49,50,59.4,1,0,1,Contract,2438,493.68,243.31,289.35,3464.34
29,Male,Italy,Email Campaign,3,4,1,Python,Beginner,19,73,68,58,65.0,0,0,1,Contract,2651,660.81,312.37,305.24,3929.42
35,Male,Spain,Email Campaign,4,7,1,Python,Advanced,7,65,87,61,72.2,0,0,1,Contract,1871,357.43,205.63,190.97,2625.03
27,Male,Germany,LinkedIn,3,6,1,ML Engineering,Beginner,16,99,73,62,73.8,0,0,1,Contract,2151,464.93,234.94,225.04,3075.91
25,Male,Poland,Website,2,2,0,Data Science,Beginner,19,90,56,64,66.0,0,0,0,Contract,2422,570.38,198.25,261.29,3451.92
31,Male,Poland,Website,3,0,0,ML Engineering,Intermediate,23,76,93,95,90.4,0,1,0,Contract,2972,624.97,303.1,307.31,4207.38
43,Female,Germany,Referral,1,2,0,ML Engineering,Beginner,9,84,91,61,77.6,0,0,0,Contract,1904,405.11,187.89,209.25,2706.24
40,Male,Poland,Website,2,7,1,ML Engineering,Intermediate,14,91,81,60,74.6,0,0,1,Contract,2020,503.07,236.57,221.04,2980.68
27,Male,Germany,Referral,1,5,0,ML Engineering,Advanced,6,71,52,84,68.6,0,0,0,Contract,2662,558.41,240.36,317.11,3777.88
23,Female,Spain,Referral,2,6,1,Python,Advanced,23,72,83,83,80.8,0,0,1,Permanent,2541,564.83,230.71,276.14,3612.67
27,Female,Italy,Referral,4,3,1,Data Science,Advanced,13,78,86,96,88.4,0,1,1,Permanent,2701,496.49,260.52,312.54,3770.55
37,Male,Germany,Referral,4,6,1,ML Engineering,Beginner,4,84,78,76,78.4,0,0,1,Contract,2660,635.62,238.69,316.11,3850.42
24,Male,France,Email Campaign,4,0,0,Python,Advanced,23,90,66,88,79.6,0,0,0,Contract,1841,414.91,156.79,216.39,2629.09
28,Male,Germany,Email Campaign,1,2,0,ML Engineering,Advanced,14,96,93,53,77.6,0,0,0,Contract,2570,535.28,293.74,267.73,3666.75
23,Female,Poland,Referral,5,2,1,HR Analytics,Intermediate,15,84,92,71,82.0,0,0,1,Permanent,2948,533.98,301.67,324.05,4107.69
41,Female,Spain,Walk-in,2,1,0,ML Engineering,Intermediate,17,75,65,90,77.0,0,0,0,Contract,2291,507.27,262.22,245.03,3305.51
36,Male,Spain,Walk-in,4,4,1,ML Engineering,Advanced,11,97,67,96,84.6,0,0,1,Permanent,3297,596.38,373.37,356.07,4622.82
28,Female,Germany,Referral,2,0,0,Business Analytics,Advanced,14,82,52,77,68.0,0,0,0,Contract,1884,339.28,171.97,202.0,2597.25
20,Female,Italy,Referral,1,1,0,HR Analytics,Beginner,7,73,51,54,56.6,1,0,0,Contract,2881,642.83,293.6,335.71,4153.14
40,Male,France,Referral,5,6,1,Data Science,Beginner,10,65,83,61,70.6,0,0,1,Contract,2790,539.12,232.49,304.23,3865.83
39,Female,Spain,Walk-in,1,3,0,ML Engineering,Advanced,13,84,67,93,80.8,0,0,0,Contract,2510,485.51,292.69,277.29,3565.5
32,Male,Poland,Email Campaign,2,4,0,Data Science,Intermediate,22,82,41,93,70.0,0,0,0,Contract,2008,453.26,193.11,240.26,2894.63
35,Male,Poland,Website,5,0,1,HR Analytics,Advanced,7,71,76,80,76.6,0,0,1,Contract,1838,337.75,175.98,186.0,2537.74
32,Male,Italy,Referral,5,2,1,ML Engineering,Beginner,5,72,96,61,77.2,0,0,1,Contract,2725,550.28,251.0,299.09,3825.38
33,Male,Spain,LinkedIn,1,6,1,Business Analytics,Intermediate,21,95,96,62,82.2,0,0,1,Permanent,2712,516.53,266.93,313.19,3808.65
22,Male,Germany,Referral,4,0,1,Python,Intermediate,17,98,73,96,87.2,0,1,1,Permanent,3448,760.67,310.56,355.22,4874.46
25,Female,Poland,Website,2,2,0,Business Analytics,Beginner,19,93,62,67,70.2,0,0,0,Contract,1851,418.92,175.83,207.74,2653.5
37,Male,Italy,Email Campaign,3,7,1,Business Analytics,Advanced,14,65,97,78,83.0,0,0,1,Permanent,2691,620.22,301.39,281.99,3894.59
38,Male,Spain,LinkedIn,3,4,1,Python,Advanced,13,97,91,52,76.6,0,0,1,Contract,2730,540.17,309.5,320.36,3900.04
24,Male,Spain,Email Campaign,1,7,1,Python,Advanced,20,99,84,57,76.2,0,0,1,Contract,1955,364.11,180.19,208.29,2707.59
34,Female,Spain,Email Campaign,2,7,1,Python,Beginner,17,67,68,67,67.4,0,0,1,Contract,2913,540.38,287.69,310.47,4051.55
44,Male,Spain,LinkedIn,2,2,0,ML Engineering,Intermediate,7,67,74,98,82.2,0,0,0,Contract,2478,519.96,284.85,277.45,3560.26
21,Male,Spain,Referral,1,3,0,Data Science,Beginner,22,99,50,64,65.4,0,0,0,Contract,2150,529.35,176.53,222.89,3078.77
29,Male,Poland,LinkedIn,2,6,1,Data Science,Advanced,5,92,87,66,79.6,0,0,1,Contract,1868,364.71,215.88,197.44,2646.03
